,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1
0.003,1.311069116893455,,,,0.10088649034698796,0.25590822687046066,inf,,0.252119036166435,0.27021463811285135,0.2667965612804889,0.3183653585942925,0.40871487636627524,0.7126958144109543,0.7439522061171648,1.1163014804984253,1.9181096517658838,1.2463956377208087,162877.57836520066,1201463.7262503763,7355285.341763012,22051830.00578046,27096790.881592624,114408003.576259,2373340185.9827676
0.099,,,,,1.3759435478457066e+163,1.0184961489199823e+98,,0.12410707416055147,0.14425054433717951,0.15012801582094054,0.1557592561401608,0.17173332380162865,0.1838911204455019,0.1743015700521634,,,1.8321766694456902,1.6270610757738608,1.4326273942586587,1.2490738496432376,1.0878062647391644,0.9498141305164127,0.8380560525582113,0.740328237183416,0.8012509454215636
0.175,7.696955787051754e+40,7.252014892744793e+69,3.2799094786930257e+23,1.1557612883472488e+37,3.3922093459612826e+97,,0.1139699892130074,,,,,,,,1.6493504100439675,1.5268979909345253,1.3921705335394021,1.2397902101849092,1.1348199384948676,,,,,,
0.425,1.292685854231445e+41,1.0879754286372282e+32,,,0.09224024452745752,0.12453763333457242,0.14366258304602242,0.1565403182615994,0.16293127419897924,0.17001451587845318,0.1731814472367732,0.17676396053954774,0.18228602404371405,0.18477057815881143,0.19045636125788173,0.1996220235316138,0.1995155126186884,0.21081689215975047,0.7974575482965855,0.7410457189959762,0.6882074151869183,0.64671344915514,0.6073418149619683,0.5803723143227527,0.5570131356473734
