,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4
0.058,,,,,,,,,5.053992745658945e+72,3.8141326243402755e+181,,,0.11521451488652987,0.14009643323001608,0.15599316425224374,0.20320068868494995,0.2015167854219993,3.3216864877201973,3.0707293996078064,2.864849758313529,2.5701881994379177,2.3163369396197,2.0360297711842934,1.7780971016249718,1.523181573634298,1.2701050657963948,1.0935566078459202,0.9992232127065084
0.153,,,,,,,,,5.2489958716882116e+116,9.63583676144759e+74,,0.1124010024710516,0.12585924324593784,0.1389769006532876,0.1461092366209093,0.1603511038362279,0.1646806098201864,,,,1.5446433903428451,1.3923466457966833,1.2566364390795794,1.1244858630113725,1.013343265410832,0.9030777729786407,0.8016339691078109,0.7192246419390986
0.23,5.532728490302895e+148,,3.5394373740228327e+103,3.746765088045965e+84,6.84296054389919e+67,,,1.8185673011209412e+117,,0.08353528921932511,0.11376715680869849,0.12347895050148232,0.13445931947139497,0.14508825144883677,0.15467292964952137,0.16354418071877788,0.16635085165614025,0.18459122099845168,1.5070380494934184,1.370120194753218,1.2568450128385833,1.1402547528335782,1.04420191702664,0.947747049651569,0.8650245742581767,0.7803448222494107,0.7217334839426899,0.6600261640283986
0.479,,,,,,,,0.09351658974470817,0.12458097271158924,0.13213154536471225,0.1364920044683814,0.14223827711583942,0.14473623112407077,0.15108871014087832,0.1560963488527694,0.16217541260282425,0.16394565282454307,1.104969846731435,1.0290593486736916,0.9641282491641879,0.8828594704590468,0.8201599356942696,0.7672679018027432,0.7088279036192697,0.6603199214100306,0.6121344032783381,0.575317180346015,0.534298595363973
