,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0
0.055,0.37466592207894106,0.354549638682869,0.33459502237595046,0.3235824973776719,0.3132340748314656,0.31235826934714145,0.30141659361298945,0.301175992294523,0.30557329908358977,0.3142167123061698,0.318901039581429,0.34306797075528056,0.3870689664873298,0.4116621695951406,0.4731508310476403,0.5141964136173076,0.5724938060697828,0.611863261273686,,,,,-0.7184185544292196,3971.711514282344
0.151,,,0.31335424345393864,0.3050960658446485,0.30179294262256245,0.29712160876747395,0.2966908220672464,0.29592019449602364,0.2997957393710104,0.29350573793552726,0.29614382118014465,0.3055005800000867,,,,,,,,,,,,
0.227,0.3119123684704107,0.3043263980565548,0.3048324727665357,0.29669590412311214,0.29099763213261437,0.2937188129279284,0.2943439133831417,,,,,,,,,,,,,,,,,
0.477,0.2935925185539851,0.28631230602959945,0.286422513660212,0.2835186329884842,0.2857789991306252,0.28315441811815295,0.27915190099716397,0.28480231982232973,0.28295159200265546,0.2807339389776559,0.27724519958056626,0.28503197272945774,0.28450689751969466,0.299656042005449,0.2927858171409313,0.2853033001014932,0.32292053903890805,0.3229116660607483,,,,,,
