,2.9,2.95,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.25,5.5,5.75
0.041,,,0.523164203139525,0.48333609824152773,0.433113700900306,0.38361032837339876,0.3237773559696905,0.28300911075623786,0.2628135139167364,0.24551603392544138,0.25527705727917993,0.27401068839824305,0.2090721803796651,7.906916381685501e+199,0.3940580590563139,,,,-0.25954730481180627,-0.209459897591491,-0.2110921103474068,214.7505607956787,,,344295.67154560774,11671767574508.883
0.118,,,,0.33431814740472876,0.3035702221857269,0.2735895813945861,0.2617764427501732,0.2438236821019203,0.23493652746790156,0.23438354988933488,0.23458126622864073,0.2173088149403082,0.23664489772334954,0.2566800636106811,0.23833639897093617,,,,,,,,,,,
0.195,0.3338650460709905,0.3327091677579895,0.3229698613279105,0.2928433590915328,0.2733588366623145,0.26378580445392064,0.2520409269413619,0.24547583293063174,0.24137345927791026,0.2419970930404903,0.2468828762513868,0.24949542540780276,0.24066087467064567,0.26073284316162126,,,,,,,,,,,,
0.444,,0.26355513496103383,0.2545090108849942,0.25414581106555606,0.2443899313341113,0.24356370577223252,0.23468311441826928,0.2362572925050054,0.2353589305490623,0.23608713908776333,0.2411296383734538,0.2415563762920805,0.2356965781646408,0.21563049416003793,0.25836230576536,,164215057.3425843,,,,,,,,,
