,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2
0.052,,,3.5870834810250635e+261,1.4171027032687134e+199,,,8.174876207717593e+263,3.185311463318839e+154,,0.11132114176626982,0.13228516405256077,0.14468142983934681,0.1403113882693517,0.16068624351922756,0.18203066355143044,,3.0541976365907404,2.7584187989912325,2.4924933594652394,2.2013262719761335,1.9185371412963386,1.6183188849918848,1.3285530811479624,1.0968654365761585,1.0040707977602379,1.016246677017972
0.129,6.863410462669327e+172,,,3.7034280447005024e+83,1.0842174007063998e+244,,,,,,,,,,2.270420718237975,2.064212903957546,1.9157614452511031,1.7353708867257949,1.5753603507309386,,,,,,,
0.378,,7.437589931803085e+51,2.8893200173257526e+162,6.4491314801516e+125,,,,0.10441649189126447,0.12107943759942646,0.13103102884651718,0.1373474265880815,0.14080134994314622,0.15112314897176912,0.15988615349537275,0.16006097496940605,0.1741034221326328,0.17598255974869273,0.18944522167905556,0.933815955576483,0.8766088501160157,0.796802533393447,0.7412431823756701,0.6803406491188756,0.6326293937133668,0.5933379793468336,0.5490454251855552
0.627,,,,,8.921728460152052e+63,,0.09437070831036612,0.11399933718069712,0.12574596528194038,0.13326103537003506,0.1422210127864898,0.1429341588178108,0.19169664244694132,0.15560754707638227,0.15812692985514998,,,0.8107509316123223,0.7512322483646099,0.7061157570882343,0.6620413790846407,0.6254010636437325,0.5913612418028582,0.5613642360785731,0.5283710487261629,0.49936547247201185
