,2.55,2.6,2.65,2.7,2.75,2.8,2.85,2.9,2.95,3.0,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9
0.485,,,,,,,,0.2946853053974215,0.2970316515087519,0.296500602258004,0.3041225429927933,0.3177485488793087,0.3147347795178943,0.3196181490004174,0.329408078633896,0.3388499634021464,0.3416879580738342,0.3665990657391313,,,,,,,,,,,
0.082,,,,,,,,,0.28460213286182817,0.2838942472862388,0.26379107974679983,0.2551390024090578,0.2498502699682403,0.25655512428302224,0.27851025074166125,0.2852002612791227,0.31694676895043433,0.34137295447516147,,,,,,384626.56968668586,,,,,
0.159,,,,,,,,,0.29377946204331423,0.28456444512443546,0.28345254432722955,0.2776868744418746,0.2858108911925726,0.2915270566907206,0.30142133988973285,0.3210934174545504,0.327513824054318,,,,,,,,,,,,
0.236,0.3440094476682251,0.3344832397919505,0.3239798176505888,0.3227978089232848,0.31429892124900133,0.3121242776377044,0.3041337800890774,0.3032564050770857,0.3010522105273148,0.3026240736227267,0.30299367770544106,0.30687059889414364,0.3166293002011887,,,,,,,,,,,,,,,,
